0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	690
11	2171
12	2299
13	2279
14	2337
15	2365
16	2359
17	2511
18	2367
19	2357
20	2526
21	2472
22	2533
23	2596
24	2650
25	2621
26	2643
27	2675
28	2585
29	2500
30	2702
31	2711
32	2693
33	2700
34	2648
35	2566
36	2735
37	2634
38	2715
39	2600
40	2683
41	2754
42	2719
43	2711
44	2819
45	2783
46	2758
47	2745
48	2700
49	2793
50	2820
51	2729
52	2839
53	2787
54	2747
55	2853
56	2818
57	2830
58	2838
59	2926
60	2794
61	2850
62	2842
63	2838
64	2853
65	2779
66	2757
67	2865
68	2778
69	2803
70	2786
71	2756
72	2685
73	2844
74	2848
75	2766
76	2850
77	2757
78	2720
79	2727
80	2731
81	2740
82	2694
83	2739
84	2707
85	2754
86	2648
87	2654
88	2706
89	2743
90	2726
91	2752
92	2800
93	2685
94	2741
95	2733
96	2731
97	2736
98	2668
99	2630
100	2564
101	2743
102	2642
103	2651
104	2650
105	2615
106	2594
107	2677
108	2653
109	2660
110	2662
111	2583
112	2602
113	2600
114	2585
115	2549
116	2647
117	2588
118	2569
119	2589
120	2597
121	2595
122	2598
123	2746
124	2632
125	2618
126	2644
127	2726
128	2763
129	2807
130	2867
131	2875
132	2892
133	3040
134	2901
135	2955
136	3026
137	3140
138	3133
139	2953
140	3197
141	3090
142	3184
143	3114
144	2989
145	3057
146	3122
147	3073
148	3084
149	3073
150	3128
151	3021
152	3054
153	3167
154	2989
155	3034
156	3097
157	2941
158	3013
159	2985
160	2989
161	2970
162	3079
163	3010
164	2996
165	2952
166	3047
167	2952
168	2977
169	2971
170	3044
171	2959
172	2947
173	2876
174	2919
175	2936
176	2933
177	2825
178	2791
179	2842
180	2825
181	2803
182	2785
183	2874
184	2813
185	2882
186	2843
187	2837
188	2727
189	2834
190	2720
191	2690
192	2837
193	2849
194	2716
195	2756
196	2711
197	2673
198	2696
199	2742
200	2671
201	2627
202	2703
203	2682
204	2785
205	2672
206	2736
207	2688
208	2660
209	2655
210	2751
211	2729
212	2561
213	2630
214	2704
215	2507
216	2644
217	2629
218	2622
219	2675
220	2743
221	2753
222	2559
223	2665
224	2699
225	2694
226	2630
227	2716
228	2746
229	2598
230	2692
231	2668
232	2638
233	2602
234	2563
235	2555
236	2578
237	2564
238	2550
239	2480
240	2494
241	2389
242	2353
243	2403
244	2253
245	2216
246	2186
247	2157
248	2027
249	1951
250	1893
251	1960
252	1789
253	1710
254	1640
255	1608
256	1620
257	1529
258	1531
259	1413
260	1527
261	1344
262	1371
263	1307
264	1330
265	1374
266	1226
267	1227
268	1178
269	1155
270	1138
271	1107
272	1102
273	1121
274	1090
275	1040
276	1074
277	1024
278	1034
279	991
280	912
281	1039
282	989
283	945
284	1016
285	922
286	905
287	968
288	905
289	960
290	893
291	881
292	887
293	868
294	855
295	849
296	926
297	832
298	824
299	877
300	815
301	839
302	820
303	853
304	809
305	799
306	868
307	825
308	788
309	816
310	791
311	803
312	812
313	773
314	790
315	808
316	765
317	755
318	783
319	815
320	804
321	809
322	760
323	808
324	800
325	846
326	809
327	773
328	841
329	844
330	833
331	862
332	876
333	827
334	813
335	872
336	934
337	922
338	966
339	968
340	1021
341	1123
342	1194
343	1332
344	1376
345	1626
346	1714
347	1955
348	2151
349	2311
350	2744
351	2958
352	3394
353	3774
354	4263
355	4762
356	5277
357	5848
358	6359
359	7171
360	7780
361	8755
362	9258
363	9868
364	10739
365	11525
366	12513
367	13184
368	13913
369	14602
370	15311
371	15793
372	16275
373	16640
374	17223
375	17406
376	17695
377	17826
378	17860
379	17831
380	17517
381	17131
382	16450
383	16276
384	15721
385	15255
386	14545
387	13933
388	12893
389	12173
390	11368
391	10678
392	9778
393	8885
394	8166
395	7320
396	6596
397	6057
398	5423
399	4768
400	4190
401	3789
402	3287
403	2928
404	2672
405	2291
406	2049
407	1813
408	1651
409	1460
410	1309
411	1176
412	1086
413	1017
414	964
415	909
416	934
417	905
418	882
419	855
420	814
421	779
422	726
423	753
424	709
425	783
426	717
427	678
428	706
429	670
430	742
431	698
432	755
433	661
434	703
435	655
436	687
437	691
438	658
439	641
440	680
441	658
442	650
443	629
444	660
445	627
446	644
447	618
