1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	181
11	468
12	535
13	493
14	543
15	537
16	589
17	688
18	884
19	1138
20	1746
21	3319
22	6967
23	14807
24	24982
25	31557
26	29131
27	20614
28	13334
29	8733
30	5577
31	3207
32	1864
33	1225
34	1008
35	959
36	1028
37	1087
38	1276
39	1600
40	1885
41	2105
42	2318
43	2268
44	2125
45	1852
46	1712
47	1600
48	1866
49	2168
50	2531
51	2789
52	2977
53	2833
54	2624
55	2398
56	2209
57	2074
58	2230
59	2573
60	3362
61	4369
62	5932
63	7986
64	10078
65	11562
66	12219
67	11249
68	9339
69	7024
70	4720
71	3029
72	2015
73	1478
74	1069
75	976
76	973
77	895
78	890
79	871
80	923
81	876
82	864
83	951
84	998
85	1075
86	1238
87	1340
88	1617
89	1720
90	1985
91	2075
92	2135
93	2112
94	1999
95	1665
96	1477
97	1254
98	1111
99	946
100	793
101	758
102	697
103	734
104	715
105	720
106	735
107	772
108	745
109	790
110	726
111	781
112	809
113	854
114	807
115	858
116	858
117	884
118	925
119	903
120	962
121	940
122	970
123	935
124	953
125	983
126	887
127	936
128	924
129	915
130	896
131	926
132	889
133	827
134	840
135	851
136	836
137	812
138	746
139	753
140	771
141	748
142	732
143	746
144	696
145	745
146	745
147	707
148	748
149	722
150	659
151	655
152	632
153	677
154	632
155	652
156	618
157	616
158	635
159	595
160	577
161	560
162	475
163	547
164	566
165	510
166	523
167	584
168	500
169	538
170	488
171	512
172	490
173	507
174	516
175	497
176	470
177	454
178	455
179	433
180	452
181	428
182	401
183	402
184	424
185	419
186	404
187	412
188	386
189	411
190	399
191	426
192	438
193	471
194	468
195	461
196	560
197	515
198	604
199	613
200	703
201	692
202	706
203	762
204	797
205	894
206	845
207	842
208	876
209	958
210	941
211	903
212	1005
213	1022
214	1066
215	1081
216	1178
217	1170
218	1212
219	1260
220	1350
221	1400
222	1422
223	1513
224	1523
225	1556
226	1585
227	1627
228	1536
229	1632
230	1513
231	1529
232	1485
233	1442
234	1307
235	1305
236	1204
237	1110
238	1085
239	1072
240	1014
241	995
242	984
243	1067
244	1008
245	1083
246	1096
247	1309
248	1419
249	1490
250	1665
251	1774
252	1983
253	2206
254	2281
