0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	948
11	2764
12	2787
13	2891
14	2950
15	2963
16	3010
17	3104
18	3176
19	3328
20	3680
21	4364
22	6132
23	10177
24	17703
25	27128
26	32490
27	29827
28	21877
29	14987
30	11157
31	8439
32	6294
33	4772
34	4001
35	3598
36	3551
37	3450
38	3448
39	3399
40	3485
41	3471
42	3466
43	3518
44	3642
45	3609
46	3522
47	3549
48	3687
49	3575
50	3590
51	3670
52	3613
53	3572
54	3541
55	3673
56	3655
57	3694
58	3723
59	3584
60	3613
61	3608
62	3724
63	3622
64	3636
65	3793
66	3666
67	3667
68	3565
69	3660
70	3678
71	3502
72	3579
73	3606
74	3539
75	3494
76	3535
77	3521
78	3619
79	3567
80	3507
81	3534
82	3573
83	3578
84	3536
85	3550
86	3521
87	3465
88	3638
89	3476
90	3421
91	3480
92	3528
93	3575
94	3492
95	3491
96	3693
97	3467
98	3536
99	3457
100	3441
101	3463
102	3424
103	3459
104	3397
105	3312
106	3412
107	3474
108	3401
109	3403
110	3350
111	3345
112	3422
113	3395
114	3333
115	3318
116	3379
117	3296
118	3296
119	3419
120	3253
121	3255
122	3266
123	3331
124	3346
125	3281
126	3340
127	3290
128	3283
129	3223
130	3276
131	3437
132	3410
133	3341
134	3393
135	3494
136	3431
137	3596
138	3690
139	3689
140	3825
141	3782
142	3904
143	3851
144	3864
145	4047
146	4267
147	4152
148	4181
149	4142
150	4303
151	4318
152	4294
153	4239
154	4189
155	4068
156	4208
157	4220
158	4140
159	4182
160	4164
161	4081
162	4044
163	4018
164	4135
165	4006
166	4029
167	4066
168	4016
169	3847
170	3889
171	3964
172	3872
173	3813
174	3811
175	3887
176	3789
177	3812
178	3793
179	3804
180	3661
181	3686
182	3605
183	3726
184	3635
185	3727
186	3589
187	3536
188	3614
189	3440
190	3539
191	3555
192	3467
193	3434
194	3532
195	3503
196	3493
197	3396
198	3358
199	3453
200	3387
201	3365
202	3332
203	3377
204	3368
205	3242
206	3295
207	3250
208	3350
209	3291
210	3268
211	3167
212	3331
213	3133
214	3245
215	3212
216	3196
217	3273
218	3116
219	3179
220	3137
221	3173
222	3156
223	3125
224	3099
225	3033
226	3058
227	3172
228	3080
229	3078
230	3075
231	3163
232	3098
233	3079
234	3082
235	3082
236	2947
237	3085
238	2997
239	3064
240	2923
241	3140
242	3026
243	3060
244	2965
245	3110
246	3121
247	2977
248	3061
249	2906
250	3017
251	2910
252	2993
253	2948
254	2964
255	2926
256	3066
257	2984
258	3013
259	3014
260	3023
261	2992
262	2925
263	3058
264	2974
265	3035
266	2920
267	2985
268	2903
269	2965
270	3002
271	3003
272	2991
273	2839
274	2923
275	2864
276	2968
277	2961
278	2854
279	2961
280	3020
281	2876
282	2929
283	2890
284	2921
285	2855
286	2927
287	2930
288	2952
289	3005
290	2977
291	2927
292	2853
293	3019
294	2848
295	3032
296	2960
297	2872
298	2907
299	2962
300	2975
301	2964
302	2925
303	2918
304	2955
305	2970
306	2966
307	3035
308	3014
309	3046
310	3006
311	3052
312	2943
313	2961
314	2962
315	3030
316	3007
317	3031
318	2959
319	3017
320	2995
321	3016
322	2986
323	3039
324	2961
325	3102
326	3087
327	2921
328	2854
329	2857
330	2859
331	2792
332	2843
333	2826
334	2659
335	2682
336	2556
337	2526
338	2421
339	2440
340	2341
341	2306
342	2175
343	2164
344	2072
345	2034
346	1904
347	1818
348	1768
349	1704
350	1715
351	1581
352	1507
353	1447
354	1413
355	1357
356	1255
357	1264
358	1180
359	1188
360	1073
361	1057
362	1073
363	997
364	974
365	940
366	893
367	930
368	901
369	848
370	884
371	784
372	793
373	768
374	763
375	756
376	694
377	721
378	720
379	635
380	592
381	647
382	608
383	634
384	589
385	566
386	544
387	559
388	557
389	545
390	540
391	529
392	500
393	444
394	500
395	493
396	465
397	462
398	499
399	423
400	446
401	439
402	448
403	415
404	380
405	394
406	408
407	433
408	408
409	414
410	409
411	391
412	415
413	408
414	343
415	365
416	368
417	404
418	384
419	372
420	375
421	400
422	373
423	396
424	361
425	392
426	408
427	423
428	428
429	398
430	396
431	422
432	423
433	467
434	459
435	456
436	543
437	527
438	612
439	655
440	686
441	818
442	853
443	980
444	1124
