0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	88
11	278
12	282
13	286
14	280
15	271
16	282
17	305
18	319
19	343
20	324
21	320
22	339
23	366
24	375
25	353
26	364
27	314
28	348
29	292
30	345
31	365
32	338
33	352
34	357
35	362
36	386
37	406
38	412
39	395
40	413
41	428
42	460
43	489
44	449
45	493
46	477
47	496
48	544
49	590
50	625
51	570
52	596
53	577
54	574
55	593
56	610
57	610
58	597
59	606
60	620
61	649
62	660
63	618
64	663
65	617
66	624
67	636
68	589
69	625
70	645
71	595
72	680
73	598
74	647
75	639
76	594
77	571
78	600
79	561
80	611
81	654
82	597
83	595
84	606
85	610
86	604
87	568
88	591
89	566
90	581
91	560
92	576
93	561
94	604
95	575
96	536
97	560
98	564
99	564
100	564
101	554
102	525
103	558
104	534
105	540
106	521
107	507
108	554
109	563
110	535
111	539
112	483
113	535
114	518
115	529
116	473
117	495
118	542
119	544
120	521
121	526
122	461
123	508
124	480
125	497
126	498
127	489
128	494
129	451
130	504
131	478
132	420
133	468
134	485
135	431
136	456
137	469
138	521
139	428
140	455
141	441
142	462
143	486
144	446
145	450
146	450
147	447
148	441
149	460
150	408
151	434
152	465
153	427
154	435
155	466
156	450
157	437
158	426
159	466
160	457
161	434
162	447
163	436
164	407
165	487
166	455
167	435
168	495
169	457
170	451
171	490
172	462
173	459
174	469
175	445
176	442
177	484
178	457
179	465
180	441
181	454
182	464
183	416
184	419
185	422
186	429
187	421
188	428
189	402
190	411
191	389
192	395
193	424
194	406
195	373
196	386
197	419
198	396
199	436
200	376
201	350
202	379
203	372
204	356
205	339
206	363
207	368
208	394
209	361
210	349
211	358
212	359
213	400
214	382
215	361
216	348
217	343
218	381
219	413
220	349
221	341
222	351
223	377
224	346
225	351
226	348
227	385
228	355
229	348
230	333
231	336
232	335
233	331
234	355
235	315
236	317
237	324
238	339
239	310
240	352
241	328
242	353
243	320
244	352
245	336
246	318
247	340
248	349
249	346
250	316
251	337
252	317
253	356
254	350
255	344
256	358
257	340
258	333
259	323
260	365
261	339
262	373
263	367
264	355
265	335
266	319
267	340
268	349
269	333
270	327
271	291
272	271
273	312
274	310
275	353
276	306
277	279
278	270
279	289
280	316
281	291
282	289
283	296
284	242
285	276
286	257
287	267
288	274
289	252
290	276
291	237
292	262
293	232
294	234
295	261
296	250
297	237
298	248
299	251
300	254
301	217
302	230
303	249
304	268
305	239
306	246
307	239
308	216
309	224
310	254
311	236
312	248
313	222
314	219
315	241
316	256
317	217
318	241
319	241
320	230
321	237
322	209
323	194
324	223
325	245
326	234
327	230
328	234
329	268
330	232
331	235
332	228
333	254
334	223
335	255
336	220
337	241
338	242
339	232
340	222
341	247
342	231
343	233
344	261
345	243
346	247
347	220
348	240
349	240
350	244
351	228
352	260
353	229
354	252
355	251
356	214
357	215
358	273
359	267
360	223
361	269
362	252
363	242
364	236
365	258
366	255
367	252
368	237
369	249
370	295
371	271
372	259
373	229
374	233
375	241
376	269
377	265
378	255
379	236
380	261
381	264
382	209
383	245
384	230
385	235
386	227
387	222
388	236
389	223
390	235
391	209
392	231
393	225
394	213
395	234
396	203
397	219
398	212
399	224
400	228
401	218
402	223
403	226
404	208
405	213
406	213
407	203
408	239
409	228
410	207
411	230
412	220
413	206
414	238
415	214
416	210
417	226
418	201
419	218
420	222
421	229
422	202
423	230
424	223
425	212
426	214
427	220
428	219
429	223
430	199
431	217
432	229
433	238
434	224
435	249
436	222
437	203
438	217
439	202
440	215
441	212
442	222
443	185
444	205
445	201
446	235
447	220
448	241
449	227
450	221
451	218
452	230
453	194
454	220
455	215
456	228
457	207
458	197
459	217
460	238
461	210
462	209
463	212
464	221
465	231
466	212
467	216
468	226
469	202
470	217
471	228
472	210
473	217
474	237
475	229
476	205
477	212
478	231
479	219
480	245
481	228
482	247
483	227
484	215
485	209
486	219
487	202
488	217
489	265
490	219
491	239
492	212
493	205
494	206
495	239
496	192
497	207
498	220
499	222
500	226
501	218
502	193
503	209
504	244
505	203
506	191
507	194
508	214
509	181
510	225
511	226
512	194
513	210
514	243
515	180
516	210
517	216
518	214
519	204
520	227
521	219
522	211
523	200
524	222
525	228
526	233
527	223
528	218
529	216
530	201
531	221
532	233
533	226
